# Table de correspondance sigle -> raison sociale complete.
#
# POURQUOI CE FICHIER EXISTE
# La table `companies` ne contient que ce que le PV imprime, souvent un
# sigle ("NOVEC", "SGIAT", "TFC"). Ce fichier lui associe la raison sociale
# complete, verifiee a la main.
#
# LA COLONNE QUI COMPTE : `confirme_dans_le_document`
# Une recherche web repond a "ce nom existe-t-il ?". La question qui compte
# est "CE document parle-t-il de cette entreprise ?". Les deux ne coincident
# pas toujours, et l'ecart peut fabriquer une accusation :
#
#   TFC : "Les Travaux de Fluide de Casablanca" existe reellement. Mais dans
#   le seul document du corpus ou "TFC" apparait (91c4c9e17fc3), c'est
#   l'en-tete de colonne "Montant TTC" mal lu par l'OCR — le vrai
#   attributaire est LA MAROCAINE D'ASSAINISSEMENT ET D'ENVIRONNEMENT,
#   ligne suivante, 650 880 MAD. Rattacher ce marche a TFC Casablanca sur la
#   foi du web aurait credite une entreprise reelle d'un marche auquel elle
#   n'a jamais soumissionne, avec un score de risque a cote.
#
# REGLE : `oui` exige d'avoir OUVERT le PDF source et vu le nom. Une
# correspondance web seule reste `a_verifier` et n'est PAS affichee comme
# un fait par le dashboard. `non` = piege identifie, ne jamais rattacher.
#
# Genere/complete a la main. Colonnes :
#   normalized_name  la cle exacte de companies.normalized_name
#   nom_corrige      nom de remplacement quand le libelle extrait est
#                    inutilisable comme identite mais contient un nom lisible.
#                    Applique par database/crud/companies.py AVANT la
#                    normalisation. Vide dans la quasi-totalite des cas.
#   nom_complet      la raison sociale, ou vide si non etabli
#   ville            si connue
#   source_url       d'ou vient l'information
#   confirme_dans_le_document  oui | non | a_verifier
#   verifie_le       AAAA-MM-JJ
#   notes            tout ce qui a surpris
normalized_name,nom_complet,nom_corrige,ville,source_url,confirme_dans_le_document,verifie_le,notes
LMS ORGANISATION REMUNERATION DU FONDS HASSAN,LMS ORGANISATION RESSOURCES HUMAINES,LMS ORGANISATION RESSOURCES HUMAINES,,https://www.charika.ma/societe-lms-organisation-ressources-humaines-44859,oui,2026-08-27,"[NOM CORRIGE -> 'LMS ORGANISATION RESSOURCES HUMAINES' — colonnes de tableau entrelacees par l'OCR : l'OBJET du marche ('remuneration du Fonds Hassan II...') s'est insere au milieu du nom. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [CONFIRME DANS LE PV, ET MECANISME DE CONTAMINATION ELUCIDE — le doc 1afdac8ac774 est un TABLEAU dont l'OCR a entrelace deux colonnes : '... a LMS ORGANISATION | REMUNERATION DU FONDS HASSAN II POUR LE ... RESSOURCES HUMAINES | 594 000,00 DH TTC | DEVELOPPEMENT ECONOMIQUE ET SOCIAL SARL'. Le vrai attributaire est LMS ORGANISATION RESSOURCES HUMAINES SARL (exactement le nom du registre) et 'REMUNERATION DU FONDS HASSAN' est l'OBJET du marche, qui a deborde dans le nom. Illustration directe du defaut de _collect_value_block().] Le nom en base melange la raison sociale et l'objet du marche ('remuneration du fonds Hassan...'). LMS ORGANISATION RESSOURCES HUMAINES : conseil en organisation, audits organisationnels, recrutement. Fait partie du reseau LMS (plus de 40 ans d'activite, avec LMS-CSA marketing et sondages, LMS FORMATION, LMS BUSINESS CONSULTING)."
LOACFE DTENETEEMENT LA SOCIETE ECLANOUR SARL JUSTIFICATIONDUCHOIXDEL,SOCIETE ECLANOUR SARL,SOCIETE ECLANOUR SARL,,,oui,2026-08-27,"[NOM CORRIGE — decision utilisateur du 27/08/2026 : mieux vaut le marche attribue a un nom lisible que sans attributaire. Le libelle extrait est inutilisable (""LOACFE DTENETEEMENT ... JUSTIFICATIONDUCHOIXDEL"") mais contient litteralement ""LA SOCIETE ECLANOUR SARL"", encadre par deux blocs d OCR degrade. Seule la partie lisible est conservee comme identite ; le texte brut integral reste dans Award.concurrent_retenu_brut. Aucune fiche ECLANOUR au registre marocain, donc l existence de l entreprise n est PAS etablie par une source externe — seul le PV la nomme.] NON TROUVEE. Le nom utile est 'SOCIETE ECLANOUR SARL', noye entre deux blocs d'OCR degrade ('LOACFE DTENETEEMENT' devant, 'JUSTIFICATIONDUCHOIXDEL' colle derriere). Aucune fiche 'ECLANOUR' au registre ; 'ECLAZON' existe mais l'orthographe differe. Un des pires cas de contamination du corpus."
LUCERNA TRAVAUX,LUCERNA TRAVAUX,,Meknes,https://www.charika.ma/societe-lucerna-travaux-1114278,a_verifier,2026-08-27,"Imm. 37 n1 bis Ibn Rochd 3, Meknes. Objet : travaux publics et prives d'equipement de villes, lotissements et zones rurales. Une source la classe en transport de marchandises — ecart a lever."
MA FUTURE,"MA-FUTURE (reliure, fournitures de bureau, imprimerie, serigraphie)",,,https://www.charika.ma/societe-ma-future-417631,a_verifier,2026-08-27,"Reliure, maroquinerie, fournitures de bureau, serigraphie, objets publicitaires, impression et reproduction."
MAILL PRINT,La Societe MAILL PRINT SARL,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme : ce n'est donc pas une lecture OCR de 'MAIL PRINT'. NON TROUVEE. Le double L de 'MAILL' suggere une lecture OCR de 'MAIL PRINT'.
MAIRAV,MAIRAV SARL (solutions de gestion de l'eau et des reseaux),,Casablanca,https://mairav.ma/,a_verifier,2026-08-27,"Residence Mohamed V Center, bd Mohamed V, Casablanca. ICE 000036378000016. Equipements de fabrication allemande, expertise reseaux d'eau."
MAJD TECHNOLOGIE,MAJD TECHNOLOGIE (machines d'affranchissement et de mise sous pli),,Temara,https://majdtechnologie.org/a-propos-de-majdtechnologie/,a_verifier,2026-08-27,"Lot Promosud n53, Ain Atiq, Temara. Creee en 2011, traitement du courrier postal. Partenaire QUADIENT France. Formation et maintenance."
MAJD TRAVAUX FORESTIER,MAJD TRAVAUX FORESTIERS,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV ecrit le pluriel et precise 'lot 1'. NON TROUVEE. Le departement des Eaux et Forets tient un registre d'entreprises forestieres qualifiees, non interrogeable par cette recherche."
MAROC BUREAU,MAROC BUREAU (mobilier metallique et de bureau),,,https://www.charika.ma/societe-maroc-bureau-59481,a_verifier,2026-08-27,"Fabrication de mobilier metallique et de sieges, etude/fabrication/commercialisation de mobilier et materiel de bureau."
MAROC INGENOV,"MAROC INGENOV (SIG, hydrologie, environnement)",,Rabat,https://www.charika.ma/societe-maroc-ingenov-254017,a_verifier,2026-08-27,"Av. Houmane Al Fatouaki, Aviation Mabella, Rabat. Creee en 2009. RC 77059, ICE 000047077000009. Etudes hydrologiques, hydrogeologiques, qualite de l'eau, amenagements hydrauliques."
MAROCAINE,,,,,non,2026-08-27,"BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Adjectif isole, reste d'un nom tronque."
MAROCAINE D ASSAINISSEMENT,LA MAROCAINE D'ASSAINISSEMENT ET (D'ENVIRONNEMENT),,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV lui-meme tronque le nom en fin de ligne ; la forme complete apparait dans un autre document du corpus (doc 91c4c9e17fc3) : 'LA MAROCAINE D'ASSAINISSEMENT ET D'ENVIRONNEMENT'. C'est le vrai attributaire du marche credite a tort a TFC. NON TROUVEE nominativement. Nom tronque a l'extraction : le document dit 'LA MAROCAINE D'ASSAINISSEMENT ET D'ENVIRONNEMENT'. C'est le VRAI attributaire du marche credite a tort a TFC (AO 107/DR3/2024 ONEE, 650 880 DH)."
MARONET,MARONET,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme tel quel. Le PV la cite avec LIMIT PROB SERVICE et TATOUMA parmi des offres tenues pour equivalentes. NON TROUVEE (recherche 27/08/2026).
MASTERLAB,"MASTERLAB SARL (dispositifs medicaux, diagnostic biologique)",,Rabat,https://www.charika.ma/societe-masterlab-92166,a_verifier,2026-08-27,"Quartier Les Orangers, Rabat. Active depuis 1997. Import/distribution d'equipements de diagnostic medical et reactifs."
MATITRAVE,MATITRAVE,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme tel quel. NON TROUVEE (recherche 27/08/2026).
ME PREFA,"STE ME PREFA SARL AU, sise a Temara",,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV donne la ville. Le rapprochement avec MENARA PREFA est ECARTE. NON TROUVEE sous cette forme. Le secteur du prefabrique marocain est domine par MENARA PREFA (groupe Menara, creee 2002) et PREFA MAROC — aucun ne s'appelle 'ME PREFA'. Possible troncature OCR."
MEGA PRO,Societe MEGA PRO GUARD SARL,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV donne le nom complet : c'est bien MEGA PRO GUARD, l'hypothese formulee lors de la recherche web est confirmee par le document. NON TROUVEE. Plusieurs homonymes proches au registre (MEGA PRO GUARD, MEGA PROJET, MEGA PROD) — aucun ne peut etre rattache sans le PDF."
MOBYNAS,Ste MOBYNAS,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
MONFANT,,,,,non,2026-08-27,"[BRUIT CONFIRME PAR LE PV — le PV ecrit 'Monfant de l'acte d'engagement' — lecture de 'Montant'.] BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Lecture OCR de 'MONTANT'."
MR KAMAL AMERNIS,M. Kamal Amernis (architecte),,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV precise 'pour une proposition d'honoraire de 4,2 %' — une remuneration au pourcentage, donc un architecte ou un maitre d'oeuvre, pas une societe de travaux. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. Nom de personne precede de 'MR' — entreprise individuelle."
MY GREEN NEGOCE,MY GREEN NEGOCE,,,https://www.charika.ma/societe-my-green-negoce-442789,a_verifier,2026-08-27,"Fiche CHARIKA 442789. Objet social generique (operations commerciales, immobilieres et financieres), aucune activite precise publiee."
NEGOCE DIVERS,NEGOCE DIVERS,,,https://www.charika.ma/societe-negoce-divers-447072,a_verifier,2026-08-27,"Quincaillerie, materiel electrique, froid et climatisation, fournitures de bureau et scolaires, materiel informatique, instruments scientifiques, import-export."
NENAT L IQ,,,,,non,2026-08-27,"[BRUIT CONFIRME PAR LE PV — fragment OCR indechiffrable, confirme sans equivalent lisible.] BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Fragment OCR indechiffrable, peut-etre 'NEANT'."
NET SERVICES INFORMATIQUE BUREAUTIQUE,STE NET SERVICES INFORMATIQUE & BUREAUTIQUE (NSIB),,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV donne le sigle commercial : NSIB. NON TROUVEE nominativement. Nombreux distributeurs homonymes (NET COM TECHNOLOGIES MAROC, NETWORK SERVICE INFO) — aucun rattachable."
NEWERACOM,"NEWERACOM (integrateur FTTH, automatisme, IT, courants forts/faibles)",,Rabat,https://www.charika.ma/societe-neweracom-392281,a_verifier,2026-08-27,"Fibre optique FTTH, automatisme, systemes electriques CFO-CFA, energies renouvelables, facility management. Solutions cle en main de l'etude a la maintenance."
NEXT ETUDES,NEXT ETUDES SARL (bureau d'etudes),,Agadir / Rabat,https://www.charika.ma/societe-next-etudes-742003,a_verifier,2026-08-27,"10 rue Ibn Mouqafaa, hay Dakhla, Agadir. SARL creee en 2013, capital 500 000 DH, 20-49 salaries, RC 25821 Agadir. Bureau d'etudes + entrepreneur de travaux."
NORD STAR SERVICES,NORD STAR SERVICES SARL,,Sale,https://www.charika.ma/societe-nord-star-services-347220,a_verifier,2026-08-27,"Capital 100 000 DH, RC 18769, ICE 000101703000089. INCOHERENCE A LEVER : la fiche decrit stations-service / negoce automobile / petrolier — verifier l'objet du marche avant toute interpretation. Une seconde entite 'NORTH STAR SERVICES' existe aussi au registre (CHARIKA 241791)."
NOVABEQ NEGOCE,"Societe NOVABEQ NEGOCE, sise a Agadir",,Agadir,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE. Extrait du brut '* SOCIETE NOVABEQ NEGOCE sise a Agadir'.
NOVEC,NOVEC SA (issue de la fusion Ingema / Scet-Scom),,Rabat,https://www.charika.ma/societe-novec-18828,a_verifier,2026-08-27,"COHERENT : marche remporte = 'Assistance technique programmes et projets' (5 952 000 DH). Bureau d'ingenierie, filiale CDG Developpement, ~600 salaries."
OCIETE SJ2T,SOCIETE SJ2T,SOCIETE SJ2T,,,oui,2026-08-27,[NOM CORRIGE -> 'SOCIETE SJ2T' — 'SOCIETE' ampute de son S initial. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] 'OCIETE' etait bien 'SOCIETE' ampute. NON RECHERCHEE — quota de recherche web de la session epuise (200/200) le 27/08/2026. A REPRENDRE EN PRIORITE : un nom reel est vraisemblablement present. 'OCIETE' = 'SOCIETE' ampute. Nom utile : 'SJ2T'. Deja cherche sans resultat marocain.
OMIC PLASTIQUE ET FERRAILLE,OMIC PLASTIQUE ET FERRAILLE,,Casablanca (El Maarif),https://www.kerix.net/en/,a_verifier,2026-08-27,"CA annuel estime 4,54 M USD (Dun & Bradstreet). Le sigle OMIC est par ailleurs porte par 'Omnium Marocain Industriel et Chimique' — verifier qu'il s'agit bien de la meme entite."
OONFORMEMEM,,,,,non,2026-08-27,"BRUIT D'EXTRACTION (audit manuel du 27/08/2026) — aucune entreprise derriere ce libelle, donc rien a chercher. Lecture OCR de 'CONFORMEMENT'."
OUZEMBUS,STE OUZEMBUS SARL,,Beni Mellal,http://www.guideinfo.ma/revendeur-revendeur-de-materiel-doccasion/ouzembus,a_verifier,2026-08-27,"CORROBORATION PAR L'ADRESSE : le texte brut du PV dit '- STE OUZEMBUS SARL 107 BD EL MOUTANABI BENI MELLAL', l'annuaire donne '107 bd Moutanabbi, Beni Mellal'. Meme numero, meme rue, meme ville."
PERFECT COM,PERFECT.COM,,,https://www.charika.ma/societe-perfect-com-236607,a_verifier,2026-08-27,"INCOHERENCE A LEVER : fiche CHARIKA 236607, objet social petrolier (raffinage, stockage, distribution). Quatrieme cas du meme profil apres SMYBAM, NORD STAR SERVICES, APERAL et INEOS — cet objet social type est tres repandu au registre marocain et ne discrimine rien."
PLANET PROJECT,PLANET PROJECT,,,https://www.charika.ma/societe-planet-project-227993,a_verifier,2026-08-27,"INCOHERENCE A LEVER : fiche CHARIKA 227993, objet social petrolier/stations-service. Cinquieme cas de ce profil (avec SMYBAM, NORD STAR SERVICES, APERAL, INEOS, PERFECT COM) — cet objet social type domine le registre marocain et ne permet aucune discrimination."
PROMAMEC,PROMAMEC (dispositifs medicaux et parametriques),,Casablanca,https://www.charika.ma/societe-promamec-105578,a_verifier,2026-08-27,"Creee en 1981 par Abdellilah Lahlou. Usine de 2 400 m2, 3 unites de production (bandes de gaze, kits et champs operatoires, sterilisation). Leader marocain des dispositifs medicaux, export Afrique subsaharienne."
PROTOTECH,STE PROTOTECH,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme : le rapprochement avec 'PRO TECH ENGINEERING MAROC' est ECARTE. NON TROUVEE au Maroc. 'PRO TECH ENGINEERING MAROC' (CHARIKA 246489) existe mais le nom differe.
RABAT VERDURE,RABAT VERDURE (amenagement et entretien d'espaces verts),,Rabat,https://www.charika.ma/societe-rabat-verdure-138465,a_verifier,2026-08-27,"Amenagement, plantation et entretien d'espaces verts, negoce de plants et de materiel agricole."
RACHAD ISTITMAR,RACHAD ISTITMAR SARL AU (travaux de restauration et construction),,Fes,https://medias24.com/2022/03/01/rehabilitation-de-la-medina-de-fes-les-societes-comatp-et-rachad-istitmar-remportent-deux-appels-doffres/,a_verifier,2026-08-27,"CORROBORATION EXTERNE FORTE, ET INTERESSANTE POUR LE SCORE. Medias24 (01/03/2022) : Rachad Istitmar remporte la restauration du Foundouk Qaate Smen dans la medina de Fes, 9,3 MDH TTC, SEULE ENTREPRISE A AVOIR REPONDU a l'appel d'offres. Notre verite terrain (doc 3a6a7d163182, AO 117/2023 ADER-Fes) lui attribue une ecole de cuisine dans la medina de Fes, 4 158 240 DH, egalement UN SEUL CONCURRENT. Deux marches, deux sources independantes, meme profil de soumissionnaire unique sur le meme perimetre geographique — le red flag 'single_bidder' est corrobore hors PMMP."
RIFL BIOMETRICS TRAFFITEC ET RPR,Groupement RIFL BIOMETRICS + TRAFFITEC + RPR,,Casablanca / Rabat,https://riflbiometrics.com/,a_verifier,2026-08-27,"DEUX DES TROIS MEMBRES IDENTIFIES. RIFL BIOMETRICS : Casablanca, creee en 2006 par RIFL SA (France), biometrie, controle d'acces, RFID, videosurveillance ; clients Marsa Maroc, Royal Air Maroc, groupe Akdital. TRAFFITEC : SARL Rabat-Agdal, eclairage public et industriel, capital 2 000 000 DH, RC 81279, ICE 000219926000047. 'RPR' non identifie."
RK WORK,"RK WORK SARL (fournitures de bureau, mobilier, materiel informatique)",,El Jadida,https://www.charika.ma/societe-rk-work-743371,a_verifier,2026-08-27,"35 lotiss. Labatiya, av. Al Moujahid Al Ayachi, El Jadida. SARL creee en 2017, capital 100 000 DH, RC 13915, ICE 001992359000082. Gerant : Kouza Ayoub."
SAISS-ENVIRONNEMENT,SAISS-ENVIRONNEMENT SARL (collecte et traitement de dechets),,Fes,https://www.charika.ma/societe-saiss-environnement-142861,a_verifier,2026-08-27,"Imm. Dahlia, angle rue Jaber Ibn Hayan et rue De Cocard, Fes-Medina. SARL creee en 2004, capital 5 000 000 DH, RC 23687 Fes. Collecte et traitement de dechets medicaux, industriels, speciaux et d'abattoir ; desinsectisation."
SAJI ASSURANCE,SAJI ASSURANCES SARL (agence d'assurance),,,https://www.atlantasanad.ma/agence/saji-assurances-sarl,a_verifier,2026-08-27,"COHERENT : agence du reseau AtlantaSanad. Intermediaire d'assurance, secteur concordant avec l'objet du marche."
SALSABILE SERVICE GROUPE,Societe SALSABILES SERVICES GROUPE,,,https://www.charika.ma/societe-confection-salsabile-31927,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV ecrit les pluriels et precise 'lots n1, 2 et 3'. Distincte de CONFECTION SALSABILE (textile, Tanger) trouvee sur le web. AMBIGU — trois entites 'SALSABILE' distinctes trouvees : CONFECTION SALSABILE (textile, Tanger, 500-999 salaries), SALSABILE TECHNOLOGIE (panneaux solaires) et SALSABILA TEC (ingenierie). Aucune ne porte 'SERVICE GROUPE'. NE PAS rattacher sans le PDF."
SARSAR,"SARSAR (materiel electrique, electromecanique, agricole)",,,https://www.charika.ma/societe-sarsar-49329,a_verifier,2026-08-27,"Achat/vente/import-export de materiel electrique, electromecanique, electronique et equipements agricoles. Agent de fabricants et concessionnaire."
SAYTECK,SAYTECK (distribution de materiel medical et dentaire),,,https://sayteck.com/,a_verifier,2026-08-27,Dirigee par Othmane Boutaleb. Distributeur integre a un reseau international de fournisseurs. NE PAS confondre avec SAITEK (CHARIKA 420156) ni avec les homonymes britannique et turc.
SEDERAM,SEDERAM SARL (electricite generale),,Oujda,https://www.telecontact.ma/annonceur/sederam/3175914/oujda.php,a_verifier,2026-08-27,"Bd Mohamed Ben Abdellah, rue Zellaka, Oujda. SARL, capital 3 000 000 DH. Electricite generale pour entreprises."
SEKERA SERVICES,"SEKERA SERVICES (services informatiques, cybersecurite)",,Casablanca,https://www.charika.ma/societe-sekera-services-746253,a_verifier,2026-08-27,"52 bd Abdelmoumen, Casablanca. Groupe Sekera : cybersecurite et gestion du risque. Fiche CHARIKA 746253."
SEMH,SEMH — Societe d'Entretien Mecanique et Hydraulique,,,https://www.charika.ma/societe-societe-d-entretien-mecanique-et-hydraulique-51599,a_verifier,2026-08-27,"Sigle developpe trouve au registre. NE PAS confondre avec 'STE MAROCAINE DES TRAVAUX HYDRAULIQUE' ni 'SOCIETE POUR L'EQUIPEMENT HYDRAULIQUE ET INDUSTRIEL', deux entites distinctes du meme secteur."
SEN,,,,,a_verifier,2026-08-27,NON TROUVEE. Nom conserve en base parce que son texte brut portait 'STE'/'SARL' (voir la regle MIN_REAL_LETTERS_WITHOUT_LEGAL). Trop court pour etre recherchable utilement.
SETRAGEC,"SETRAGEC — Societe d'Etude, Assistance et Realisation de Genie Civil",,Rabat,https://charika.ma/societe-setragec-13944,a_verifier,2026-08-27,"Etudes hydrauliques (eau potable et assainissement), VRD, assistance technique aux villes. Le sigle developpe correspond exactement a l'activite du marche."
SGIAT,Societe Generale d'Ingenierie et d'Assistance Technique,,Errachidia,https://www.bet-sgiat.ma/,oui,2026-08-27,"[CONFIRME DANS LE PV — les docs 9174028c53fd et fb45fea824b9 ecrivent tous deux 'Societe SGIAT - Errachidia' dans la liste des concurrents. La ville concorde avec le registre (BET SGIAT, Errachidia). Le token 'TECHNIQUE' releve automatiquement etait en revanche un faux indice, il vient de 'dossiers administratifs et techniques'.] COHERENT : marche remporte = 'Etude de delimitation du Domaine Public Hydraulique' (ABH Oum-Er-Rbia). BET present a Errachidia, Rabat, Casablanca, Agadir, Tanger, Tetouan, Dakhla."
SIGMA TECHNOLOGIES,SIGMA TECHNOLOGIES (travaux d'installation electrique),,Casablanca,https://www.charika.ma/societe-sigma-technologies-47546,a_verifier,2026-08-27,"AMBIGU : deux entites portent ce nom a Casablanca — une societe de travaux d'installation electrique (CHARIKA 47546, retenue ici) et SIGMA (sigmatv.net), la plus grande infrastructure audiovisuelle d'Afrique du Nord. Verifier l'objet du marche."
SKO RID,,,,,a_verifier,2026-08-27,NON TROUVEE. L'espace dans 'SKO RID' vient peut-etre d'une coupure OCR.
SMYBAM,SMYBAM SARL,,Tinghir,https://www.charika.ma/societe-smybam-502253,a_verifier,2026-08-27,"INCOHERENCE A LEVER : la fiche decrit stations-service / negoce automobile / petrolier, alors que le marche remporte est 'Travaux de realisation du collecteur Ouest et conduite de delestage' (SRM Fes-Meknes, 4 943 940 DH). Homonymie possible, ou diversification. NE PAS presenter comme etabli."
SOCETE GHARB VEHICULES INDUSTRIELS,SOCIETE GHARB VEHICULES INDUSTRIELS,,Kenitra,https://www.charika.ma/societe-gharb-maamora-auto-792058,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Nom confirme : 'SOCETE' etait bien 'SOCIETE'. Le rapprochement avec 'GHARB MAAMORA AUTO' est ECARTE. RAPPROCHEMENT FAIBLE : 'GHARB MAAMORA AUTO' (concessionnaire Renault, Kenitra, SARL 2018, capital 10 MDH, RC 49939, ICE 002106175000010) est la seule entite 'GHARB' + automobile trouvee, mais le nom ne correspond pas. NE PAS rattacher."
SOCHTRAP,SOCHTRAP SARL (travaux publics et prives),,El Hajeb / Meknes,https://www.bt-africa.com/en/company/ODU5MjY3-sochtrap,a_verifier,2026-08-27,"Route d'Ifrane, El Hajeb. SARL creee en 2014, capital 4 100 000 DH, 20-49 salaries. RC 21133, ICE 001516855000061. Bureau a Casablanca."
SOCIETELNTERLLNK DLSTRIB TTION,INTERLINK DISTRIBUTION (fournitures de bureau et materiel informatique),Societe INTERLINK Distribution,Rabat,https://www.charika.ma/societe-interlink-distribution-292081,oui,2026-08-27,"[NOM CORRIGE -> 'Societe INTERLINK Distribution' — le PV ecrit 'Societe INTERLINK Distribution - RABAT' ; les I avaient ete lus L. Valeur verifiee comme litteralement presente dans le texte OCR du corpus ; le libelle d'origine reste dans Award.concurrent_retenu_brut.] [CONFIRME DANS LE PV — le doc 9b94e0b61d81 ecrit 'Societe INTERLINK Distribution - RABAT' dans la liste des concurrents : nom correct ET ville, tous deux conformes au registre. Le nom en base ('SOCIETELNTERLLNK DLSTRIB TTION') vient d'une autre ligne du meme document, ou l'OCR a lu les I comme des L.] Le nom en base est severement abime par l'OCR (I lus L) : 'SOCIETE INTERLINK DISTRIBUTION' -> 'SOCIETELNTERLLNK DLSTRIB TTION'. interlink.ma, Rabat. Import et distribution de fournitures de bureau, materiel informatique, dispositifs medicaux."
SOKIDAM BTP,STE SOKIDAM BTP SARL,,,,oui,2026-08-27,[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE (recherche 27/08/2026).
SOLUTIONS PROFESSIONNELLES GENIE CIVIL,"Societe Solutions Professionnelles Genie Civil S.A.R.L AU, Beni Mellal",,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV donne la forme juridique et la ville. NON TROUVEE nominativement. Membre du groupement avec DANY D'ESSAIS ET ETUDES (doc 03d5069b), Beni Mellal."
SONAROUZ,STE SONAROUZ SARL AU,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE. Homonymes de forme (SONARGES, SONASID) sans rapport."
SOUSSTHERME,"SOUSS THERM (climatisation, plomberie thermique, electricite generale)",,Agadir / Marrakech,https://www.sousstherme.ma/,a_verifier,2026-08-27,"Installation, fourniture et maintenance de climatisation, piscines, chauffe-eau solaires. NE PAS confondre avec SOTHERMA (Societe du Thermalisme Marocain, eau embouteillee, creee en 1968)."
SPACE WEAR RIOPRO ET OUSSAMA PROTECTION,Groupement SPACE WEAR + RIOPRO + OUSSAMA PROTECTION,,Casablanca,https://www.charika.ma/societe-oussama-protection-279689,a_verifier,2026-08-27,"DEUX DES TROIS MEMBRES IDENTIFIES, ET COHERENTS ENTRE EUX. SPACE WEAR : SARL Casablanca (Hay Sidi Moumen), fabrication de vetements de travail et professionnels. OUSSAMA PROTECTION : Casablanca (Belvedere), equipements de protection individuelle — chaussures de securite, gants, casques, gilets. Un groupement vetements de travail + EPI est parfaitement coherent pour un marche d'equipement du personnel. 'RIOPRO' non identifie."
SS5K GARDIENNAGE,SS5K GARDIENNAGE MAROC,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] NON TROUVEE, y compris sur leeds.ma. Le secteur du gardiennage marocain est domine par G4S, Securitas, Brinks, TSG, Argos — aucune correspondance."
STE MENUISERIE ELARGOUBI,MENUISERIE ELARGOUBI,,,https://www.dnb.com/business-directory/company-profiles.menuiserie_elargoubi.034dce2b860fb63297c10f52f525160f.html,a_verifier,2026-08-27,Fiche Dun & Bradstreet existante mais sans detail exploitable. Le nom du PV correspond a une entite reelle.
STEALKHABIQINGENIERIE,STEALKHABIQINGENIERIE SARL,,,,oui,2026-08-27,"[NOM COMPLETE DEPUIS LA LISTE DES CONCURRENTS DU PV] Le PV colle les mots exactement de la meme facon : ce n'est donc PAS un defaut d'extraction, c'est la typographie du document. Lecture naturelle : 'STE AL KHABIQ INGENIERIE SARL'. NON TROUVEE. Le nom est colle par l'OCR : probablement 'STE AL KHABIQ INGENIERIE'. 'ALKHIBRA' (bureau d'etudes independant, Rabat, fonde en 1996) est proche mais distinct."
